"id","label","type","__class__","citation","key","heading","body","subsections","references","glossary_terms","normative_statements","text","modality","term","definition","standard_id_or_title","metadata","sections","glossary"
"NormativeStatement_ec831878c9c4e48b","NormativeStatement","entity","NormativeStatement","","","","","","","","","The SRS should specify what functions are to be performed on what data to produce what results at what location for whom.","should","","","","","",""
"NormativeStatement_6dc999c432d13c4e","NormativeStatement","entity","NormativeStatement","","","","","","","","","The SRS should focus on the services to be performed.","should","","","","","",""
"NormativeStatement_9c02d4d538e30bc6","NormativeStatement","entity","NormativeStatement","","","","","","","","","The SRS should not normally specify design items such as the following: 1. Partitioning the software into modules; 2. Allocating functions to the modules; 3. Describing the flow of information or control between modules; 4. Choosing data structures.","should not","","","","","",""
"NormativeStatement_2d9799bf50cde845","NormativeStatement","entity","NormativeStatement","","","","","","","","","the requirements should be stated from a purely external viewpoint.","should","","","","","",""
"Section_3a45f56f71d77c2e","Section","entity","Section","","4.7","Embedding design in the SRS","A requirement specifies an externally visible function or attribute of a system. A design describes a particu-lar subcomponent of a system and/or its interfaces with other subcomponents. The SRS writer(s) should clearly distinguish between identifying required design constraints and projecting a specific design. Note that every requirement in the SRS limits design alternatives. This does not mean, though, that every require-ment is design. The SRS should specify what functions are to be performed on what data to produce what results at what location for whom. The SRS should focus on the services to be performed. The SRS should not normally specify design items such as the following: 1. Partitioning the software into modules; 2. Allocating functions to the modules; 3. Describing the flow of information or control between modules; 4. Choosing data structures. Examples of valid design constraints are physical requirements, performance requirements, software devel-opment standards, and software quality assurance standards. Therefore, the requirements should be stated from a purely external viewpoint. When using models to illus-trate the requirements, remember that the model only indicates the external behavior, and does not specify a design.","[]","[]","[]","","","","","","","","",""
"Section_aa0a5ba9e05c80a3","Section","entity","Section","","4.7.1","Necessary design requirements","In special cases some requirements may severely restrict the design. For example, security or safety require-ments may reflect directly into design such as the need to 1. Keep certain functions in separate modules; 2. Permit only limited communication between some areas of the program; 3. Check data integrity for critical variables.","[]","[]","[]","[]","","","","","","","",""
"NormativeStatement_04f640bdaa258d05","NormativeStatement","entity","NormativeStatement","","","","","","","","","The SRS should address the software product, not the process of producing the software product.","should","","","","","",""
"NormativeStatement_a031fe97f95a13eb","NormativeStatement","entity","NormativeStatement","","","","","","","","","Project requirements represent an understanding between the customer and the supplier about contractual matters pertaining to production of software and thus should not be included in the SRS.","should not","","","","","",""
"Section_a45fb531b0629f18","Section","entity","Section","","4.8","Embedding project requirements in the SRS","The SRS should address the software product, not the process of producing the software product. Project requirements represent an understanding between the customer and the supplier about contractual matters pertaining to production of software and thus should not be included in the SRS. These normally include items such as 1. Cost; 2. Delivery schedules; 3. Reporting procedures; 4. Software development methods; 5. Quality assurance; 6. Validation and verification criteria; 7. Acceptance procedures. Project requirements are specified in other documents, typically in a software development plan, a software quality assurance plan, or a statement of work.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_c30fcc7d81207da7","NormativeStatement","entity","NormativeStatement","","","","","","","","","a good SRS should include all the information discussed here.","should","","","","","",""
"Section_84062127e36a6f80","Section","entity","Section","","5","The parts of an SRS","This clause discusses each of the essential parts of the SRS. These parts are arranged in Figure 1 in an outline that can serve as an example for writing an SRS. While an SRS does not have to follow this outline or use the names given here for its parts, a good SRS should include all the information discussed here.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_b5cd408a00eacb96","NormativeStatement","entity","NormativeStatement","","","","","","","","","The introduction of the SRS should provide an overview of the entire SRS.","should","","","","","",""
"NormativeStatement_74fd471e93196b4a","NormativeStatement","entity","NormativeStatement","","","","","","","","","It should contain the following subsections: 1. Purpose; 2. Scope; 3. Definitions, acronyms, and abbreviations; 4. References; 5. Overview.","should","","","","","",""
"Section_71b23f55b33e733c","Section","entity","Section","","5.1","Introduction (Section 1 of the SRS)","The introduction of the SRS should provide an overview of the entire SRS. It should contain the following subsections: 1. Purpose; 2. Scope; 3. Definitions, acronyms, and abbreviations; 4. References; 5. Overview.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_040ca4c714505dfa","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should 1. Delineate the purpose of the SRS; 2. Specify the intended audience for the SRS.","should","","","","","",""
"Section_95ff855d1d39f289","Section","entity","Section","","5.1.1","Purpose (1.1 of the SRS)","This subsection should 1. Delineate the purpose of the SRS; 2. Specify the intended audience for the SRS.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_109e90d4e503874e","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should 1. Identify the software product(s) to be produced by name (e.g., Host DBMS, Report Generator, etc.); 2. Explain what the software product(s) will, and, if necessary, will not do; 3. Describe the application of the software being specified, including relevant benefits, objectives, and goals; 4. Be consistent with similar statements in higher-level specifications (e.g., the system requirements specification), if they exist.","should","","","","","",""
"Section_d4254eb0e9b42e92","Section","entity","Section","","5.1.2","Scope (1.2 of the SRS)","This subsection should 1. Identify the software product(s) to be produced by name (e.g., Host DBMS, Report Generator, etc.); 2. Explain what the software product(s) will, and, if necessary, will not do; 3. Describe the application of the software being specified, including relevant benefits, objectives, and goals; 4. Be consistent with similar statements in higher-level specifications (e.g., the system requirements specification), if they exist.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_e823d6cd41f9c3c8","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should provide the definitions of all terms, acronyms, and abbreviations required to properly interpret the SRS.","should","","","","","",""
"Section_7fb37ee2df147072","Section","entity","Section","","5.1.3","Deinitions, acronyms, and abbreviations (1.3 of the SRS)","This subsection should provide the definitions of all terms, acronyms, and abbreviations required to properly interpret the SRS. This information may be provided by reference to one or more appendixes in the SRS or by reference to other documents.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_e6efcc47e5f3ea7f","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should 1. Provide a complete list of all documents referenced elsewhere in the SRS; 2. Identify each document by title, report number (if applicable), date, and publishing organization; 3. Specify the sources from which the references can be obtained.","should","","","","","",""
"Section_fb470745b2b26875","Section","entity","Section","","5.1.4","References (1.4 of the SRS)","This subsection should 1. Provide a complete list of all documents referenced elsewhere in the SRS; 2. Identify each document by title, report number (if applicable), date, and publishing organization; 3. Specify the sources from which the references can be obtained. This information may be provided by reference to an appendix or to another document.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_139463f4a02a320a","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should 1. Describe what the rest of the SRS contains; 2. Explain how the SRS is organized.","should","","","","","",""
"Section_13fe8becb5c57614","Section","entity","Section","","5.1.5","Overview (1.5 of the SRS)","This subsection should 1. Describe what the rest of the SRS contains; 2. Explain how the SRS is organized.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_6a8bc15adbdd770a","NormativeStatement","entity","NormativeStatement","","","","","","","","","This section of the SRS should describe the general factors that affect the product and its requirements.","should","","","","","",""
"Section_40bbd62444012ce0","Section","entity","Section","","5.2","Overall description (Section 2 of the SRS)","This section of the SRS should describe the general factors that affect the product and its requirements. This section does not state specific requirements. Instead, it provides a background for those requirements, which are defined in detail in Section 3 of the SRS, and makes them easier to understand. This section usually consists of six subsections, as follows: 1. Product perspective; 2. Product functions; 3. User characteristics; 4. Constraints; 5. Assumptions and dependencies; 6. Apportioning of requirements.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_40cbbcff3146ba38","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection of the SRS should put the product into perspective with other related products.","should","","","","","",""
"NormativeStatement_8dca928904f8376b","NormativeStatement","entity","NormativeStatement","","","","","","","","","If the product is independent and totally self-contained, it should be so stated here.","should","","","","","",""
"NormativeStatement_c10c67f40e65c4f9","NormativeStatement","entity","NormativeStatement","","","","","","","","","then this subsection should relate the requirements of that larger system to functionality of the software and should identify interfaces between that system and the software.","should","","","","","",""
"NormativeStatement_104ab2a1440f42b1","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should also describe how the software operates inside various constraints.","should","","","","","",""
"Section_f580988c0d41789b","Section","entity","Section","","5.2.1","Product perspective (2.1 of the SRS)","This subsection of the SRS should put the product into perspective with other related products. If the product is independent and totally self-contained, it should be so stated here. If the SRS defines a product that is a component of a larger system, as frequently occurs, then this subsection should relate the requirements of that larger system to functionality of the software and should identify interfaces between that system and the software. A block diagram showing the major components of the larger system, interconnections, and external inter-faces can be helpful. This subsection should also describe how the software operates inside various constraints. For example, these constraints could include 1. System interfaces; 2. User interfaces; 3. Hardware interfaces; 4. Software interfaces; 5. Communications interfaces; 6. Memory; 7. Operations; 8. Site adaptation requirements.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_8f4dc916623979f7","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should list each system interface and identify the functionality of the software to accomplish the system requirement and the interface description to match the system.","should","","","","","",""
"Section_1634cb0eb59df44b","Section","entity","Section","","5.2.1.1","System interfaces","This should list each system interface and identify the functionality of the software to accomplish the system requirement and the interface description to match the system.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_f22d3b4bdb4586e0","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the following: 1. The logical characteristics oj each interjace between the sojtware product and its users. This includes those configuration characteristics (e.g., required screen formats, page or window layouts, content of any reports or menus, or availability of programmable function keys) necessary to accom-plish the software requirements. 2. All the aspects oj optimizing the interjace with the person who must use the system.","should","","","","","",""
"NormativeStatement_b78afb067297ee3b","NormativeStatement","entity","NormativeStatement","","","","","","","","","the person who must use the system.","must","","","","","",""
"NormativeStatement_08b284c4f1b5d828","NormativeStatement","entity","NormativeStatement","","","","","","","","","these requirements should be verifiable","should","","","","","",""
"Section_2663b7bda3063e1a","Section","entity","Section","","5.2.1.2","User interfaces","This should specify the following: 1. The logical characteristics oj each interjace between the sojtware product and its users. This includes those configuration characteristics (e.g., required screen formats, page or window layouts, content of any reports or menus, or availability of programmable function keys) necessary to accom-plish the software requirements. 2. All the aspects oj optimizing the interjace with the person who must use the system. This may simply comprise a list of do's and don'ts on how the system will appear to the user. One example may be a requirement for the option of long or short error messages. Like all others, these requirements should be verifiable, e.g., ""a clerk typist grade 4 can do function X in Z min after 1 h of training"" rather than ""a typist can do function X."" (This may also be specified in the Software System Attributes under a section titled Ease of Use.)","[]","[]","[]","","","","","","","","",""
"NormativeStatement_45e9c154dde7a117","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the logical characteristics of each interface between the software product and the hard-ware components of the system.","should","","","","","",""
"Section_643ac4283abef91b","Section","entity","Section","","5.2.1.3","Hardware interfaces","This should specify the logical characteristics of each interface between the software product and the hard-ware components of the system. This includes configuration characteristics (number of ports, instruction sets, etc.). It also covers such matters as what devices are to be supported, how they are to be supported, and protocols. For example, terminal support may specify full-screen support as opposed to line-by-line support.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_2996326855e6cbda","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the use of other required software products (e.g., a data management system, an operat-ing system, or a mathematical package), and interfaces with other application systems (e.g., the linkage between an accounts receivable system and a general ledger system).","should","","","","","",""
"NormativeStatement_ae58179ac4e3a5e4","NormativeStatement","entity","NormativeStatement","","","","","","","","","For each required software product, the following should be provided: - Name; - Mnemonic; - Specification number; - Version number; - Source.","should","","","","","",""
"NormativeStatement_360ce4ca1492e2e4","NormativeStatement","entity","NormativeStatement","","","","","","","","","For each interface, the following should be provided: - Discussion of the purpose of the interfacing software as related to this software product. - Definition of the interface in terms of message content and format.","should","","","","","",""
"NormativeStatement_ba12159a5dacb2dd","NormativeStatement","entity","NormativeStatement","","","","","","","","","a reference to the document defining the interface is required.","required","","","","","",""
"Section_af0e91f2b7da974b","Section","entity","Section","","5.2.1.4","Software interfaces","This should specify the use of other required software products (e.g., a data management system, an operat-ing system, or a mathematical package), and interfaces with other application systems (e.g., the linkage between an accounts receivable system and a general ledger system). For each required software product, the following should be provided: - Name; - Mnemonic; - Specification number; - Version number; - Source. For each interface, the following should be provided: - Discussion of the purpose of the interfacing software as related to this software product. - Definition of the interface in terms of message content and format. It is not necessary to detail any well-documented interface, but a reference to the document defining the interface is required.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_1426f7c5626e6ab1","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the various interfaces to communications such as local network protocols, etc.","should","","","","","",""
"Section_bb213a56cd6be623","Section","entity","Section","","5.2.1.5","Communications interfaces","This should specify the various interfaces to communications such as local network protocols, etc.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_a7d5d7f447a8b255","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify any applicable characteristics and limits on primary and secondary memory.","should","","","","","",""
"Section_d067ef3f0659fdf8","Section","entity","Section","","5.2.1.6","Memory constraints","This should specify any applicable characteristics and limits on primary and secondary memory.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_c60da7a014000f3e","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the normal and special operations required by the user such as 1. The various modes of operations in the user organization (e.g., user-initiated operations); 2. Periods of interactive operations and periods of unattended operations; 3. Data processing support functions; 4. Backup and recovery operations.","should","","","","","",""
"Section_f8334417d457897c","Section","entity","Section","","5.2.1.7","Operations","This should specify the normal and special operations required by the user such as 1. The various modes of operations in the user organization (e.g., user-initiated operations); 2. Periods of interactive operations and periods of unattended operations; 3. Data processing support functions; 4. Backup and recovery operations. NOTE-This is sometimes specified as part of the User Interfaces section.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_c6a5f9f4ab73a6a5","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should 1. Define the requirements for any data or initialization sequences that are specific to a given site, mission, or operational mode (e.g., grid values, safety limits, etc.); 2. Specify the site or mission-related features that should be modified to adapt the software to a partic-ular installation.","should","","","","","",""
"Section_b17fbdbceae2aba2","Section","entity","Section","","5.2.1.8","Site adaptation requirements","This should 1. Define the requirements for any data or initialization sequences that are specific to a given site, mission, or operational mode (e.g., grid values, safety limits, etc.); 2. Specify the site or mission-related features that should be modified to adapt the software to a partic-ular installation.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_924c88c1a85e4e12","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection of the SRS should provide a summary of the major functions that the software will perform.","should","","","","","",""
"NormativeStatement_6b2dda3b29a9d9e5","NormativeStatement","entity","NormativeStatement","","","","","","","","","The functions should be organized in a way that makes the list of functions understandable to the customer or to anyone else reading the document for the first time.","should","","","","","",""
"Section_5c6d99aed2697917","Section","entity","Section","","5.2.2","Product functions (2.2 of the SRS)","This subsection of the SRS should provide a summary of the major functions that the software will perform. For example, an SRS for an accounting program may use this part to address customer account maintenance, customer statement, and invoice preparation without mentioning the vast amount of detail that each of those functions requires. Sometimes the function summary that is necessary for this part can be taken directly from the section of the higher-level specification (if one exists) that allocates particular functions to the software product. Note that for the sake of clarity 1. The functions should be organized in a way that makes the list of functions understandable to the customer or to anyone else reading the document for the first time. 2. Textual or graphical methods can be used to show the different functions and their relationships. Such a diagram is not intended to show a design of a product, but simply shows the logical relation-ships among variables.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_f5136e483ea89d3c","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection of the SRS should describe those general characteristics of the intended users of the product including educational level, experience, and technical expertise.","should","","","","","",""
"NormativeStatement_c7cc5db7e8d30955","NormativeStatement","entity","NormativeStatement","","","","","","","","","It should not be used to state specific requirements, but rather should provide the reasons why certain specific requirements are later specified in Section 3 of the SRS.","should not","","","","","",""
"Section_574c22050b8d223e","Section","entity","Section","","5.2.3","User characteristics (2.3 of the SRS)","This subsection of the SRS should describe those general characteristics of the intended users of the product including educational level, experience, and technical expertise. It should not be used to state specific requirements, but rather should provide the reasons why certain specific requirements are later specified in Section 3 of the SRS.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_0f94afb847f0cc25","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection of the SRS should provide a general description of any other items that will limit the devel-oper's options.","should","","","","","",""
"Section_19e5e831555081a6","Section","entity","Section","","5.2.4","Constraints (2.4 of the SRS)","This subsection of the SRS should provide a general description of any other items that will limit the devel-oper's options. These include 1. Regulatory policies; 2. Hardware limitations (e.g., signal timing requirements); 3. Interfaces to other applications; 4. Parallel operation; 5. Audit functions; 6. Control functions; 7. Higher-order language requirements; 8. Signal handshake protocols (e.g., XON-XOFF, ACK-NACK); 9. Reliability requirements; 10. Criticality of the application; 11. Safety and security considerations.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_b72d06997ee37319","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection of the SRS should list each of the factors that affect the requirements stated in the SRS.","should","","","","","",""
"Section_9c968b5e8c335100","Section","entity","Section","","5.2.5","Assumptions and dependencies (2.5 of the SRS)","This subsection of the SRS should list each of the factors that affect the requirements stated in the SRS. These factors are not design constraints on the software but are, rather, any changes to them that can affect the requirements in the SRS. For example, an assumption may be that a specific operating system will be available on the hardware designated for the software product. If, in fact, the operating system is not avail-able, the SRS would then have to change accordingly.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_4e7ba4bb88e2b899","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection of the SRS should identify requirements that may be delayed until future versions of the system.","should","","","","","",""
"Section_b6a35b3ada255cc7","Section","entity","Section","","5.2.6","Apportioning of requirements (2.6 of the SRS)","This subsection of the SRS should identify requirements that may be delayed until future versions of the system.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_d7830c66f6f44bc7","NormativeStatement","entity","NormativeStatement","","","","","","","","","This section of the SRS should contain all of the software requirements to a level of detail sufficient to enable designers to design a system to satisfy those requirements, and testers to test that the system satisfies those requirements.","should","","","","","",""
"NormativeStatement_019cebdf8af3ced9","NormativeStatement","entity","NormativeStatement","","","","","","","","","every stated requirement should be externally perceivable by users, operators, or other external systems.","should","","","","","",""
"NormativeStatement_9ce063dbc030f528","NormativeStatement","entity","NormativeStatement","","","","","","","","","These requirements should include at a minimum a description of every input (stimulus) into the system, every output (response) from the system, and all functions performed by the system in response to an input or in support of an output.","should","","","","","",""
"NormativeStatement_e58b60f80d789aa2","NormativeStatement","entity","NormativeStatement","","","","","","","","","Specific requirements should be stated in conformance with all the characteristics described in 4.3.","should","","","","","",""
"NormativeStatement_55525a5dc9c72368","NormativeStatement","entity","NormativeStatement","","","","","","","","","Specific requirements should be cross-referenced to earlier documents that relate.","should","","","","","",""
"NormativeStatement_61a808e2d973780a","NormativeStatement","entity","NormativeStatement","","","","","","","","","All requirements should be uniquely identifiable.","should","","","","","",""
"NormativeStatement_f1a56c7e57648b96","NormativeStatement","entity","NormativeStatement","","","","","","","","","Careful attention should be given to organizing the requirements to maximize readability.","should","","","","","",""
"Section_3d6c8cf404df91cd","Section","entity","Section","","5.3","Specific requirements (Section 3 of the SRS)","This section of the SRS should contain all of the software requirements to a level of detail sufficient to enable designers to design a system to satisfy those requirements, and testers to test that the system satisfies those requirements. Throughout this section, every stated requirement should be externally perceivable by users, operators, or other external systems. These requirements should include at a minimum a description of every input (stimulus) into the system, every output (response) from the system, and all functions performed by the system in response to an input or in support of an output. As this is often the largest and most impor-tant part of the SRS, the following principles apply: 1. Specific requirements should be stated in conformance with all the characteristics described in 4.3. 2. Specific requirements should be cross-referenced to earlier documents that relate. 3. All requirements should be uniquely identifiable. 4. Careful attention should be given to organizing the requirements to maximize readability. Before examining specific ways of organizing the requirements it is helpful to understand the various items that comprise requirements as described in 5.3.1 through 5.3.7.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_e62c6c8278458506","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should be a detailed description of all inputs into and outputs from the software system.","should","","","","","",""
"NormativeStatement_48daeb2353bb208a","NormativeStatement","entity","NormativeStatement","","","","","","","","","It should complement the interface descriptions in 5.2 and should not repeat information there.","should not","","","","","",""
"NormativeStatement_2c569955b103448e","NormativeStatement","entity","NormativeStatement","","","","","","","","","It should include both content and format as follows: 1. Name of item; 2. Description of purpose; 3. Source of input or destination of output; 4. Valid range, accuracy, and/or tolerance; 5. Units of measure; 6. Timing; 7. Relationships to other inputs/outputs; 8. Screen formats/organization; 9. Window formats/organization; 10. Data formats; 11. Command formats; 12. End messages.","should","","","","","",""
"Section_c873a6be59692440","Section","entity","Section","","5.3.1","External interfaces","This should be a detailed description of all inputs into and outputs from the software system. It should complement the interface descriptions in 5.2 and should not repeat information there. It should include both content and format as follows: 1. Name of item; 2. Description of purpose; 3. Source of input or destination of output; 4. Valid range, accuracy, and/or tolerance; 5. Units of measure; 6. Timing; 7. Relationships to other inputs/outputs; 8. Screen formats/organization; 9. Window formats/organization; 10. Data formats; 11. Command formats; 12. End messages.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_1333c760ce8856e3","NormativeStatement","entity","NormativeStatement","","","","","","","","","Functional requirements should define the fundamental actions that must take place in the software in accepting and processing the inputs and in processing and generating the outputs.","should","","","","","",""
"NormativeStatement_7462d3d7a0ee4458","NormativeStatement","entity","NormativeStatement","","","","","","","","","the fundamental actions that must take place in the software","must","","","","","",""
"Section_a5296f56f74fcebd","Section","entity","Section","","5.3.2","Functions","Functional requirements should define the fundamental actions that must take place in the software in accepting and processing the inputs and in processing and generating the outputs. These are generally listed as ""shall"" statements starting with ""The system shall."" These include 1. Validity checks on the inputs 2. Exact sequence of operations 3. Responses to abnormal situations, including 1. Overflow 2. Communication facilities 3. Error handling and recovery 4. Effect of parameters 5. Relationship of outputs to inputs, including 1. Input/output sequences 2. Formulas for input to output conversion It may be appropriate to partition the functional requirements into subfunctions or subprocesses. This does not imply that the software design will also be partitioned that way.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_567de814b97a7aef","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should specify both the static and the dynamic numerical requirements placed on the soft-ware or on human interaction with the software as a whole.","should","","","","","",""
"NormativeStatement_c5b7677f26d9bfc1","NormativeStatement","entity","NormativeStatement","","","","","","","","","All of these requirements should be stated in measurable terms.","should","","","","","",""
"NormativeStatement_a616594521b8d163","NormativeStatement","entity","NormativeStatement","","","","","","","","","95% oj the transactions shall be processed in less than J s.","shall","","","","","",""
"NormativeStatement_fc31edf534a62c1b","NormativeStatement","entity","NormativeStatement","","","","","","","","","An operator shall not have to wait jor the transaction to complete.","shall not","","","","","",""
"Section_8882f471663df056","Section","entity","Section","","5.3.3","Performance requirements","This subsection should specify both the static and the dynamic numerical requirements placed on the soft-ware or on human interaction with the software as a whole. Static numerical requirements may include the following: 1. The number of terminals to be supported; 2. The number of simultaneous users to be supported; 3. Amount and type of information to be handled. Static numerical requirements are sometimes identified under a separate section entitled Capacity. Dynamic numerical requirements may include, for example, the numbers of transactions and tasks and the amount of data to be processed within certain time periods for both normal and peak workload conditions. All of these requirements should be stated in measurable terms. For example, 95% oj the transactions shall be processed in less than J s. rather than, An operator shall not have to wait jor the transaction to complete. NOTE-Numerical limits applied to one specific function are normally specified as part of the processing subparagraph description of that function.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_10b537bff3b275bf","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the logical requirements for any information that is to be placed into a database.","should","","","","","",""
"Section_1b039ef40be591f5","Section","entity","Section","","5.3.4","Logical database requirements","This should specify the logical requirements for any information that is to be placed into a database. This may include the following: 1. Types of information used by various functions; 2. Frequency of use; 3. Accessing capabilities; 4. Data entities and their relationships; 5. Integrity constraints; 6. Data retention requirements.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_2c778f590b3137cd","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify design constraints that can be imposed by other standards, hardware limitations, etc.","should","","","","","",""
"Section_379c9d7a349bdb0c","Section","entity","Section","","5.3.5","Design constraints","This should specify design constraints that can be imposed by other standards, hardware limitations, etc.","[]","[]","[]","","","","","","","","",""
"Section_1506a8b287c91e81","Section","entity","Section","","5.3.6","Software system attributes","There are a number of attributes of software that can serve as requirements. It is important that required attributes be specified so that their achievement can be objectively verified. Subclauses 5.3.6.1 through 5.3.6.5 provide a partial list of examples.","[]","[]","[]","[]","","","","","","","",""
"NormativeStatement_2ff947199b3b2428","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the factors required to establish the required reliability of the software system at time of delivery.","should","","","","","",""
"Section_d9154b7c0742e9a9","Section","entity","Section","","5.3.6.1","Reliability","This should specify the factors required to establish the required reliability of the software system at time of delivery.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_72e23cea3c00700d","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the factors required to guarantee a defined availability level for the entire system such as checkpoint, recovery, and restart.","should","","","","","",""
"Section_fc6a8caae9b021c1","Section","entity","Section","","5.3.6.2","Availability","This should specify the factors required to guarantee a defined availability level for the entire system such as checkpoint, recovery, and restart.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_d19bf9576c476ac5","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the factors that protect the software from accidental or malicious access, use, modifica-tion, destruction, or disclosure.","should","","","","","",""
"Section_953afc8045474199","Section","entity","Section","","5.3.6.3","Security","This should specify the factors that protect the software from accidental or malicious access, use, modifica-tion, destruction, or disclosure. Specific requirements in this area could include the need to 1. Utilize certain cryptographical techniques; 2. Keep specific log or history data sets; 3. Assign certain functions to different modules; 4. Restrict communications between some areas of the program; 5. Check data integrity for critical variables.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_cfa45142f7506da0","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify attributes of software that relate to the ease of maintenance of the software itself.","should","","","","","",""
"NormativeStatement_dc1a8060dc2c12c1","NormativeStatement","entity","NormativeStatement","","","","","","","","","Requirements should not be placed here just because they are thought to be good design practices.","should not","","","","","",""
"Section_741f62a98d3e6fd5","Section","entity","Section","","5.3.6.4","Maintainability","This should specify attributes of software that relate to the ease of maintenance of the software itself. There may be some requirement for certain modularity, interfaces, complexity, etc. Requirements should not be placed here just because they are thought to be good design practices.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_226fb7cf568b6dda","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify attributes of software that relate to the ease of porting the software to other host machines and/or operating systems.","should","","","","","",""
"Section_2906640766ac9066","Section","entity","Section","","5.3.6.5","Portability","This should specify attributes of software that relate to the ease of porting the software to other host machines and/or operating systems. This may include the following: 1. Percentage of components with host-dependent code; 2. Percentage of code that is host dependent; 3. Use of a proven portable language; 4. Use of a particular compiler or language subset; 5. Use of a particular operating system.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_03aa4f4539c4f39c","NormativeStatement","entity","NormativeStatement","","","","","","","","","it is recom-mended that careful consideration be given to organizing these in a manner optimal for understanding.","recommended","","","","","",""
"Section_c89d00ef9a53b3a0","Section","entity","Section","","5.3.7","Organizing the speciic requirements","For anything but trivial systems the detailed requirements tend to be extensive. For this reason, it is recom-mended that careful consideration be given to organizing these in a manner optimal for understanding. There is no one optimal organization for all systems. Different classes of systems lend themselves to different orga-nizations of requirements in Section 3 of the SRS. Some of these organizations are described in 5.3.7.1 through 5.3.7.7.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_033f1beb962e6790","NormativeStatement","entity","NormativeStatement","","","","","","","","","When organiz-ing this section by mode, the outline in A.1 or A.2 should be used.","should","","","","","",""
"Section_e52099961924cfc7","Section","entity","Section","","5.3.7.1","System mode","Some systems behave quite differently depending on the mode of operation. For example, a control system may have different sets of functions depending on its mode: training, normal, or emergency. When organiz-ing this section by mode, the outline in A.1 or A.2 should be used. The choice depends on whether interfaces and performance are dependent on mode.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_dc9458af4552711a","NormativeStatement","entity","NormativeStatement","","","","","","","","","When organizing this section by user class, the outline in A.3 should be used.","should","","","","","",""
